issue,number,state,link
micro: copy operator ADD_N kernel from lite,46206,closed,https://github.com/tensorflow/tensorflow/issues/46206
"ButchNormalization fails when nvidia GPU is used and the training size and the batch size is ""well set""",46205,open,https://github.com/tensorflow/tensorflow/issues/46205
Update custom_gradient.py,46204,closed,https://github.com/tensorflow/tensorflow/issues/46204
Many errors in the Example of tf.feature_column.categorical_column_with_identity,46203,closed,https://github.com/tensorflow/tensorflow/issues/46203
Extract a function for parsing operator ADD_N,46202,closed,https://github.com/tensorflow/tensorflow/issues/46202
Many errors in the Example of tf.feature_column.categorical_column_with_hash_bucket,46201,closed,https://github.com/tensorflow/tensorflow/issues/46201
Extract reference for operator ADD_N to standalone header,46200,closed,https://github.com/tensorflow/tensorflow/issues/46200
Failed invoke tflite model in swift code(Provided data count 18181 must match the required count 4536.),46199,closed,https://github.com/tensorflow/tensorflow/issues/46199
Move CMSIS downloads to a separate script.,46198,closed,https://github.com/tensorflow/tensorflow/issues/46198
Error in example because of Incomplete API names for tf.keras.experimental.SequenceFeatures,46197,closed,https://github.com/tensorflow/tensorflow/issues/46197
Add `.bazelrc` to `.gitignore`,46196,closed,https://github.com/tensorflow/tensorflow/issues/46196
micro: Add Sony Spresense board target,46195,closed,https://github.com/tensorflow/tensorflow/issues/46195
"compute gradient error:  'KerasTensor' object has no attribute '_id',   (tensorflow 2.4.0)",46194,open,https://github.com/tensorflow/tensorflow/issues/46194
Path fix for local build of openssh,46193,closed,https://github.com/tensorflow/tensorflow/issues/46193
 PB to Tflite,46192,closed,https://github.com/tensorflow/tensorflow/issues/46192
Add support for padding and cropping to tf.keras.layers.experimental.preprocessing.Resizing,46191,open,https://github.com/tensorflow/tensorflow/issues/46191
[Dockerfile] move stubs to the end of LD_LIBRARY_PATH,46190,closed,https://github.com/tensorflow/tensorflow/issues/46190
Generalising class weights for all label ranks,46189,open,https://github.com/tensorflow/tensorflow/issues/46189
Add target and pass_string parameters to the renode test script to fix #46186,46187,closed,https://github.com/tensorflow/tensorflow/issues/46187
running a single test with renode is broken.,46186,closed,https://github.com/tensorflow/tensorflow/issues/46186
Continue removing `-march=native`,46185,closed,https://github.com/tensorflow/tensorflow/issues/46185
"Remove `-march=native`. Testing for #45744, #45866, #44701",46184,closed,https://github.com/tensorflow/tensorflow/issues/46184
tflite-nnapi Handle version 2 of transpose conv,46183,closed,https://github.com/tensorflow/tensorflow/issues/46183
Update the style checks to also include the reference kernels.,46182,closed,https://github.com/tensorflow/tensorflow/issues/46182
Publishing Tensorflow wheel package for s390x architecture,46181,open,https://github.com/tensorflow/tensorflow/issues/46181
Fix SparseDenseCwiseMulOrDivGrad scalar case,46180,open,https://github.com/tensorflow/tensorflow/issues/46180
Fix release notes,46179,closed,https://github.com/tensorflow/tensorflow/issues/46179
Apple M1 chip - illegal hardware instruction,46178,closed,https://github.com/tensorflow/tensorflow/issues/46178
AutoGraph could not transform <bound method Socket.send of <zmq.sugar.socket.Socket object at 0x7fdb3138d5f8>>,46177,open,https://github.com/tensorflow/tensorflow/issues/46177
TFX ML Metadata storage to PostgreSQL,46176,closed,https://github.com/tensorflow/tensorflow/issues/46176
 AttributeError: module 'tensorflow' has no attribute 'data',46175,closed,https://github.com/tensorflow/tensorflow/issues/46175
Failed to build tensorflow 2.3.0 from source on Nvidia Jetson Nano,46174,closed,https://github.com/tensorflow/tensorflow/issues/46174
Failed to build with CUDA 11.1 + TensorRT 7.2,46173,open,https://github.com/tensorflow/tensorflow/issues/46173
Add GPU kernel for SparseFillEmptyRows[Grad],46172,open,https://github.com/tensorflow/tensorflow/issues/46172
Conda_Verification_Error for installing Tensor_flow 2.3.0,46171,closed,https://github.com/tensorflow/tensorflow/issues/46171
"Though EXTERNAL delegate is explicitly applied, the model will not be executed by the delegate",46170,closed,https://github.com/tensorflow/tensorflow/issues/46170
The training job is stuck because the rpc server is not started in the evaluator,46169,closed,https://github.com/tensorflow/tensorflow/issues/46169
Test TensorFloat32 with conv2d,46168,open,https://github.com/tensorflow/tensorflow/issues/46168
[PluggableDevice] Enable DefaultDevice for ops who only have host code.,46167,open,https://github.com/tensorflow/tensorflow/issues/46167
[PluggableDevice] Allow quantized type registration.,46166,closed,https://github.com/tensorflow/tensorflow/issues/46166
train_on_batch is much slower than custom training loop on GPU,46165,open,https://github.com/tensorflow/tensorflow/issues/46165
Missing header when building Android CMake TF Lite 2.4 ,46164,closed,https://github.com/tensorflow/tensorflow/issues/46164
GPU-delegate null EGLDisplay: lack of Wayland support?,46163,open,https://github.com/tensorflow/tensorflow/issues/46163
micro: port op ADD_N from lite,46162,open,https://github.com/tensorflow/tensorflow/issues/46162
micro: port op LEAKY_RELU from lite,46161,closed,https://github.com/tensorflow/tensorflow/issues/46161
micro: copy op SPACE_TO_DEPTH kernel from lite,46160,closed,https://github.com/tensorflow/tensorflow/issues/46160
micro: copy op DEPTH_TO_SPACE kernel from lite,46159,closed,https://github.com/tensorflow/tensorflow/issues/46159
Extract reference for op DEPTH_TO_SPACE to standalone header,46158,closed,https://github.com/tensorflow/tensorflow/issues/46158
Update SQLite to the lastest sqlite-amalgamation-3340000,46157,closed,https://github.com/tensorflow/tensorflow/issues/46157
Update SQLite to the lastest sqlite-amalgamation-3340000,46156,closed,https://github.com/tensorflow/tensorflow/issues/46156
Update SQLite to the lastest sqlite-amalgamation-3340000,46155,closed,https://github.com/tensorflow/tensorflow/issues/46155
Update SQLite to the lastest sqlite-amalgamation-3340000,46154,closed,https://github.com/tensorflow/tensorflow/issues/46154
Update SQLite to the lastest sqlite-amalgamation-3340000,46153,closed,https://github.com/tensorflow/tensorflow/issues/46153
Update SQLite to the lastest sqlite-amalgamation-3340000,46152,closed,https://github.com/tensorflow/tensorflow/issues/46152
[tf.data] support ~/ alias for home dir in tf.data.Dataset.list_files,46151,closed,https://github.com/tensorflow/tensorflow/issues/46151
Rewrite 1D dilated convolution,46150,closed,https://github.com/tensorflow/tensorflow/issues/46150
"micro: in CONTRIBUTING.md, fix path to test script",46149,closed,https://github.com/tensorflow/tensorflow/issues/46149
"micro: in CONTRIBUTING.md, the path a test script is wrong",46148,closed,https://github.com/tensorflow/tensorflow/issues/46148
Failed to build wheel on MacOS Big Sur,46147,closed,https://github.com/tensorflow/tensorflow/issues/46147
Model loaded from a SavedModel format in a distribution strategy has weights whose names are not unique,46146,open,https://github.com/tensorflow/tensorflow/issues/46146
Pandas pct_change() function results in nan loss when training,46145,closed,https://github.com/tensorflow/tensorflow/issues/46145
TensorFlowLiteSwift build error in the Bazel project,46144,closed,https://github.com/tensorflow/tensorflow/issues/46144
Tensorflow and Keras installation issue,46143,closed,https://github.com/tensorflow/tensorflow/issues/46143
TensorFlow and TensorFlowLite model produces different results,46142,open,https://github.com/tensorflow/tensorflow/issues/46142
[tf.data service] test zipped datasets with different processing modes,46141,closed,https://github.com/tensorflow/tensorflow/issues/46141
Fix bool Where accumulation bug,46140,open,https://github.com/tensorflow/tensorflow/issues/46140
[tf.data] fix the example in DispatchServer docstring,46139,closed,https://github.com/tensorflow/tensorflow/issues/46139
Only use pthread_getname on glibc and FreeBSD,46138,closed,https://github.com/tensorflow/tensorflow/issues/46138
MetalDelegate.swift : Unexpected version number in 'available' attribute for non-specific platform '*',46137,closed,https://github.com/tensorflow/tensorflow/issues/46137
java.lang.IllegalArgumentException: Internal error: Cannot create interpreter: Didn't find op for builtin opcode 'CONV_2D' version '5',46136,open,https://github.com/tensorflow/tensorflow/issues/46136
"When activation='tanh' is used, the training gradient no drop",46135,closed,https://github.com/tensorflow/tensorflow/issues/46135
NotFoundError: No CPU devices are available in this process,46134,closed,https://github.com/tensorflow/tensorflow/issues/46134
Disable Eager Execution for the OPs related to Graphs and Sessions in Tensorflow 2.x,46133,closed,https://github.com/tensorflow/tensorflow/issues/46133
Android: Instantiating TFLite Interpreter with GPU delegate takes 2.5 seconds.,46132,open,https://github.com/tensorflow/tensorflow/issues/46132
TensorFlow,46131,closed,https://github.com/tensorflow/tensorflow/issues/46131
ValueError: Invalid checkpoint state loaded from,46130,closed,https://github.com/tensorflow/tensorflow/issues/46130
"""Table not initialized"" when loading model in Java",46129,closed,https://github.com/tensorflow/tensorflow/issues/46129
"This throws ERROR: features = tf.io.parse_example(..., features=make_parse_example_spec(columns))",46128,closed,https://github.com/tensorflow/tensorflow/issues/46128
Installing,46127,closed,https://github.com/tensorflow/tensorflow/issues/46127
Performance 5x degradation after converting numpy to tf.function equivalent,46126,closed,https://github.com/tensorflow/tensorflow/issues/46126
Unhandled Rejecting Error ~ Implicit Shape Can't Be a Fractional Number,46125,closed,https://github.com/tensorflow/tensorflow/issues/46125
Installation/Import issue. Help required.,46124,closed,https://github.com/tensorflow/tensorflow/issues/46124
Small last batches for TripletSemiHardLoss,46123,open,https://github.com/tensorflow/tensorflow/issues/46123
Update README.md,46122,closed,https://github.com/tensorflow/tensorflow/issues/46122
always got the time out when try to download upb file. ,46121,closed,https://github.com/tensorflow/tensorflow/issues/46121
Bazel out of memory at checking cache actions when building for ARMv8,46120,closed,https://github.com/tensorflow/tensorflow/issues/46120
Will TensorFlow update new optimizer?: Adabelief,46119,open,https://github.com/tensorflow/tensorflow/issues/46119
[Build] Building on Windows 10 fails with Bad address error,46118,open,https://github.com/tensorflow/tensorflow/issues/46118
Update version_check.bzl,46117,closed,https://github.com/tensorflow/tensorflow/issues/46117
How to convert this numpy to tf.function compatible code?,46116,closed,https://github.com/tensorflow/tensorflow/issues/46116
Add ReadVariableOp gradient to C++,46115,open,https://github.com/tensorflow/tensorflow/issues/46115
C++ Gradient for ReadVariableOp,46114,open,https://github.com/tensorflow/tensorflow/issues/46114
RPi Zero(ARMv6l) _FusedConv2D <no registered kernels>,46113,closed,https://github.com/tensorflow/tensorflow/issues/46113
ImageDataGenerator().batch_index starts from zero even though manually setting it,46112,closed,https://github.com/tensorflow/tensorflow/issues/46112
Resource exhausted:  OOM when allocating tensor with TF 2.4.0,46111,open,https://github.com/tensorflow/tensorflow/issues/46111
what CUDA 11 and cuDNN i have to install to use TF 2.4?,46110,closed,https://github.com/tensorflow/tensorflow/issues/46110
tensorflow lite model hangs in tflite.run in android emulator,46109,closed,https://github.com/tensorflow/tensorflow/issues/46109
Illegal instruction (core dumped) using tensorflow==2.4.0 with AVX instruction when importing,46108,closed,https://github.com/tensorflow/tensorflow/issues/46108
TFlite interpreter stuck after call to invoke(),46107,open,https://github.com/tensorflow/tensorflow/issues/46107
 Request: offer image-enlarging library that uses AI (TensorFlow),46106,open,https://github.com/tensorflow/tensorflow/issues/46106
Fix MobileNetV3 Preprocess,46105,closed,https://github.com/tensorflow/tensorflow/issues/46105
